reputation,answers
15090,"[[0, 2, 461], [-1, 0, 194]]"
15081,"[[4, 3, 370], [2, 0, 1230]]"
15048,"[[3, 1, 4281], [2, 4, 976], [2, 0, 1962], [2, 2, 707], [0, 0, 2982], [2, 5, 658], [4, 0, 1674], [4, 11, 4819], [3, 0, 1419], [0, 2, 2330]]"
15023,"[[0, 0, 2774]]"
14995,"[[0, 0, 1654]]"
14987,"[[1, 0, 996]]"
14976,"[[0, 1, 1377], [1, 0, 283]]"
14965,"[[4, 2, 651], [1, 0, 1116], [0, 0, 1012], [1, 0, 2919], [1, 1, 799], [1, 0, 2758], [0, 0, 183]]"
14951,"[[2, 0, 873], [1, 0, 839], [1, 2, 936], [0, 2, 734]]"
14946,"[[3, 3, 3738]]"
14938,"[[3, 2, 549], [1, 2, 627], [0, 4, 152], [0, 0, 713], [3, 0, 357], [1, 2, 493], [0, 0, 855], [0, 1, 604], [1, 3, 469], [2, 0, 632], [0, 6, 469], [0, 1, 479]]"
14923,"[[0, 0, 520]]"
14921,"[[0, 0, 426]]"
14898,"[[0, 1, 183], [0, 0, 159]]"
14863,"[[0, 0, 2342], [0, 0, 2390], [0, 0, 1238]]"
14849,"[[0, 0, 1225], [0, 0, 458], [0, 8, 414], [0, 0, 1196], [1, 0, 864]]"
14827,"[[0, 2, 1615], [0, 0, 260]]"
14785,"[[0, 0, 355], [0, 0, 198], [2, 2, 822]]"
14762,"[[0, 1, 143]]"
14752,"[[1, 0, 494]]"
14735,"[[0, 0, 826], [0, 0, 504]]"
14699,"[[0, 2, 630], [1, 0, 216], [0, 3, 671], [0, 4, 348], [1, 4, 658], [1, 0, 301]]"
14692,"[[0, 0, 954]]"
14692,"[[0, 0, 885]]"
14674,"[[4, 0, 252]]"
14672,"[[1, 3, 3363]]"
14667,"[[0, 0, 622], [0, 0, 607], [0, 0, 607], [0, 0, 607], [0, 0, 890]]"
14666,"[[0, 0, 111]]"
14662,"[[0, 0, 1048]]"
14660,"[[1, 0, 5036], [0, 0, 2196], [4, 0, 614], [2, 0, 3625], [2, 0, 367], [0, 5, 3342], [0, 0, 2824], [0, 0, 937], [6, 0, 3023], [0, 1, 1659], [1, 0, 1491], [1, 0, 771], [5, 0, 964], [0, 0, 2140]]"
14660,"[[0, 0, 373], [0, 0, 424], [0, 0, 514], [-2, 0, 607], [0, 0, 505]]"
14651,"[[1, 2, 1793], [2, 1, 2834]]"
14650,"[[0, 0, 1803]]"
14637,"[[0, 0, 502]]"
14617,"[[0, 0, 537], [0, 0, 902]]"
14602,"[[1, 0, 3735], [1, 2, 2192]]"
14597,"[[0, 0, 1468]]"
14597,"[[2, 0, 932], [0, 2, 1548], [0, 1, 818], [2, 1, 841]]"
14588,"[[4, 0, 637], [1, 0, 593]]"
14579,"[[0, 2, 1138]]"
14542,"[[0, 0, 469], [2, 0, 976]]"
14537,"[[0, 0, 1578]]"
14517,"[[0, 1, 931]]"
14514,"[[1, 0, 626], [0, 0, 444]]"
14486,"[[0, 0, 334]]"
14463,"[[0, 0, 425]]"
14463,"[[0, 0, 354]]"
14434,"[[0, 1, 1247], [1, 0, 1284], [0, 1, 237]]"
14419,"[[0, 0, 2943], [1, 0, 661], [-1, 0, 398]]"
14415,"[[0, 0, 1087], [1, 0, 508], [1, 3, 3510], [1, 1, 4031], [0, 0, 592], [0, 3, 1321], [0, 0, 952], [0, 1, 735], [2, 2, 1470], [0, 5, 518], [0, 0, 1874], [0, 2, 248], [0, 1, 634], [0, 0, 836], [2, 1, 510], [0, 0, 1103]]"
14398,"[[2, 3, 1745], [0, 0, 678]]"
14394,"[[0, 0, 1901]]"
14389,"[[3, 0, 3680], [1, 1, 1466]]"
14375,"[[0, 0, 1332]]"
14373,"[[1, 0, 1344]]"
14361,"[[0, 2, 241], [1, 0, 215], [-1, 2, 104]]"
14341,"[[0, 0, 284]]"
14335,"[[3, 0, 70], [1, 4, 2012]]"
14324,"[[2, 0, 301], [1, 1, 792], [2, 0, 629], [2, 1, 2376], [1, 0, 627], [1, 0, 735]]"
14320,"[[0, 0, 368]]"
14282,"[[0, 0, 1323]]"
14220,"[[0, 0, 949]]"
14212,"[[0, 0, 695]]"
14206,"[[1, 0, 1871], [1, 0, 1738], [0, 0, 498], [2, 1, 673], [0, 1, 6868], [0, 0, 3624], [0, 3, 2108], [0, 0, 1946], [0, 1, 564], [0, 0, 403]]"
14203,"[[0, 0, 1885]]"
14186,"[[0, 0, 2352], [0, 0, 1069]]"
14176,"[[0, 0, 168]]"
14174,"[[0, 0, 6624], [0, 0, 990]]"
14169,"[[0, 0, 1009], [1, 2, 1226], [1, 2, 4511], [0, 0, 1114], [1, 0, 1263], [1, 1, 424], [1, 1, 1444]]"
14138,"[[1, 1, 148], [1, 0, 3251]]"
14113,"[[0, 0, 2482], [0, 0, 2618], [2, 1, 1400], [0, 6, 1222], [0, 3, 2382], [0, 0, 589], [0, 0, 653], [1, 2, 737], [0, 1, 941], [0, 0, 781]]"
14107,"[[0, 0, 504]]"
14106,"[[2, 1, 2317], [0, 0, 1315], [1, 1, 278], [0, 0, 1147], [0, 0, 425], [0, 0, 894], [0, 0, 297]]"
14089,"[[1, 1, 1086]]"
14080,"[[0, 0, 671], [0, 0, 400], [0, 0, 469]]"
14074,"[[0, 0, 637]]"
14054,"[[2, 2, 1008], [2, 0, 606], [1, 4, 1340], [1, 0, 1199]]"
14031,"[[0, 8, 2355], [0, 4, 10490], [0, 1, 2441], [0, 0, 1726]]"
13995,"[[1, 0, 1643]]"
13989,"[[1, 3, 1158], [1, 0, 1676], [2, 0, 688], [2, 2, 404], [2, 0, 469], [4, 2, 629], [2, 0, 819], [2, 0, 362], [0, 0, 477], [1, 0, 653], [0, 0, 768], [1, 2, 589], [3, 7, 792]]"
13983,"[[0, 1, 1279], [2, 1, 1044], [0, 0, 116], [0, 0, 1451], [1, 5, 2213], [0, 2, 2558], [2, 0, 372], [1, 2, 965], [0, 0, 1272], [0, 0, 1232], [1, 4, 764], [0, 0, 4287], [2, 0, 856], [0, 0, 2207], [0, 0, 733], [0, 0, 10247], [1, 0, 717]]"
13979,"[[0, 4, 572], [2, 0, 2932], [1, 0, 337], [1, 1, 1185]]"
13972,"[[0, 0, 287]]"
13971,"[[0, 0, 406]]"
13967,"[[-1, 2, 1960], [0, 0, 962], [1, 4, 1166], [0, 0, 923], [0, 0, 765], [1, 0, 1106], [-1, 0, 954], [0, 2, 963], [0, 6, 7455], [1, 2, 669], [1, 0, 509], [0, 2, 7041], [-1, 2, 1795], [0, 0, 1384]]"
13944,"[[0, 2, 537]]"
13924,"[[0, 0, 864]]"
13922,"[[0, 0, 599], [0, 0, 146]]"
13900,"[[0, 0, 620], [0, 0, 2095], [1, 0, 480], [0, 7, 669], [0, 1, 784], [0, 0, 539], [2, 1, 448], [0, 0, 310], [3, 0, 701], [0, 2, 280], [2, 0, 798], [1, 2, 763], [1, 2, 1490], [1, 0, 417], [1, 0, 1051], [2, 0, 428], [0, 1, 725], [1, 2, 840], [2, 3, 587], [0, 0, 748], [1, 0, 1242], [1, 0, 95], [2, 2, 2691], [2, 1, 2496], [0, 5, 700], [0, 0, 657], [1, 0, 229], [0, 0, 173], [1, 1, 550], [1, 0, 312], [0, 0, 1752], [2, 0, 176], [2, 0, 124], [0, 0, 1079], [1, 2, 1064], [-2, 0, 351], [1, 0, 1184], [0, 0, 409], [0, 0, 236]]"
13894,"[[0, 0, 351], [0, 0, 240]]"
13887,"[[0, 0, 1357]]"
13885,"[[0, 0, 456]]"
13883,"[[0, 0, 407], [1, 1, 10516], [1, 0, 220], [0, 0, 464]]"
13883,"[[4, 0, 494], [1, 1, 916]]"
13853,"[[0, 0, 2515], [0, 0, 780]]"
13807,"[[1, 0, 827]]"
13796,"[[0, 0, 616]]"
13786,"[[0, 0, 497], [1, 0, 1786], [2, 2, 659], [0, 0, 1815], [2, 0, 3234]]"
13775,"[[1, 1, 6576], [1, 1, 596], [3, 0, 1190]]"
13769,"[[2, 1, 1385], [0, 6, 854], [0, 1, 730], [0, 3, 881], [3, 9, 730], [3, 0, 318], [0, 0, 734], [0, 2, 487], [2, 0, 1056], [0, 0, 239], [1, 6, 1716], [0, 0, 688]]"
13756,"[[0, 1, 2833]]"
13753,"[[0, 0, 109]]"
13739,"[[0, 0, 607]]"
13736,"[[1, 1, 572]]"
13733,"[[0, 0, 1107]]"
13729,"[[0, 0, 718]]"
13722,"[[3, 0, 9139], [1, 0, 17528]]"
13715,"[[0, 0, 3080]]"
13709,"[[0, 0, 482]]"
13702,"[[1, 0, 1105], [0, 1, 1030]]"
13702,"[[1, 5, 1756], [0, 0, 3008], [-2, 0, 2564], [1, 0, 1343], [0, 0, 2464]]"
13653,"[[1, 5, 1019]]"
13640,"[[0, 0, 893]]"
13639,"[[0, 1, 445]]"
13635,"[[0, 0, 363], [1, 0, 866]]"
13622,"[[1, 0, 733], [1, 2, 2188], [0, 0, 259], [1, 0, 341], [0, 0, 489]]"
13611,"[[0, 0, 666], [1, 0, 1364], [0, 0, 624], [0, 0, 586], [2, 0, 2060], [1, 1, 664], [1, 0, 699], [0, 0, 1199], [2, 2, 1267], [1, 1, 604], [1, 0, 546], [1, 2, 512], [3, 1, 391], [0, 0, 417], [0, 0, 1212], [0, 0, 433]]"
13604,"[[3, 1, 501], [0, 3, 379], [1, 7, 405]]"
13599,"[[2, 2, 493]]"
13594,"[[0, 0, 351], [3, 0, 242], [4, 10, 1493]]"
13537,"[[0, 0, 114], [5, 0, 516], [1, 0, 1856]]"
13532,"[[1, 1, 1347], [1, 3, 821], [1, 2, 279], [1, 1, 1136], [0, 1, 2485], [0, 0, 840]]"
13531,"[[1, 0, 1241]]"
13510,"[[0, 0, 873], [0, 2, 531], [0, 3, 4776], [0, 0, 529], [0, 0, 458]]"
13509,"[[0, 12, 306]]"
13504,"[[0, 0, 410]]"
13453,"[[0, 0, 5717], [0, 1, 4377], [0, 0, 594], [0, 0, 782], [0, 0, 5424], [0, 0, 2016], [0, 0, 2441], [0, 0, 1659], [1, 0, 1632], [0, 0, 2275], [0, 0, 2445], [0, 0, 2458], [0, 0, 1490], [1, 1, 1192], [0, 0, 1832], [0, 0, 3105], [0, 0, 745], [0, 0, 2183], [1, 1, 346], [0, 0, 1118], [0, 0, 1221], [0, 0, 2400], [0, 0, 10791], [0, 0, 1961], [0, 0, 5537]]"
13450,"[[0, 2, 1371]]"
13445,"[[1, 1, 1203], [0, 0, 762], [1, 1, 873], [3, 0, 765], [0, 0, 1101], [4, 0, 4654]]"
13402,"[[1, 0, 3618]]"
13392,"[[1, 0, 540], [0, 2, 1483]]"
13388,"[[0, 1, 3265], [0, 0, 600]]"
13381,"[[1, 4, 1669], [2, 6, 1264], [1, 3, 658], [0, 0, 1309], [1, 2, 1597], [1, 4, 4043], [1, 1, 739], [1, 3, 958], [3, 2, 638], [0, 6, 1198], [2, 0, 563], [1, 0, 271], [3, 3, 930], [0, 1, 552], [0, 0, 2621], [1, 3, 1827], [3, 4, 1672]]"
13360,"[[0, 0, 810]]"
13340,"[[1, 0, 2875], [0, 1, 1473], [0, 0, 2723], [0, 0, 1541]]"
13333,"[[2, 0, 910], [1, 4, 1524], [4, 0, 993], [0, 0, 1906], [1, 0, 844], [0, 0, 1129], [1, 0, 1515], [1, 0, 1467]]"
13327,"[[2, 2, 1322], [2, 0, 844]]"
13323,"[[1, 0, 761]]"
13290,"[[1, 3, 3612], [1, 0, 1526], [1, 1, 395], [0, 6, 2230], [0, 0, 1034], [0, 4, 1809], [0, 4, 1795], [0, 1, 1056], [1, 0, 2190], [1, 0, 1460]]"
13290,"[[0, 0, 461]]"
13290,"[[1, 0, 1709]]"
13274,"[[1, 0, 261], [1, 0, 1318], [1, 0, 1180], [1, 0, 630], [2, 0, 1433], [1, 0, 648], [1, 2, 1441], [0, 0, 1448], [1, 3, 1391], [0, 1, 612], [0, 2, 807], [1, 3, 993], [0, 2, 8949], [0, 0, 1723]]"
13260,"[[2, 1, 1867], [1, 4, 1230], [0, 0, 572], [0, 0, 1603]]"
13209,"[[1, 0, 1606]]"
13209,"[[0, 0, 549], [-1, 0, 731], [0, 0, 356], [0, 0, 885], [0, 4, 444], [2, 7, 651], [0, 0, 712], [0, 0, 400], [0, 0, 410], [3, 1, 391], [0, 0, 675], [1, 0, 605], [0, 0, 545], [1, 0, 856], [1, 0, 1091], [0, 0, 469], [1, 2, 508], [0, 0, 458], [0, 0, 762], [0, 0, 736], [0, 0, 1004], [0, 0, 274], [0, 0, 778], [0, 3, 147], [1, 0, 962], [0, 0, 504], [0, 0, 724], [0, 0, 317]]"
13193,"[[0, 0, 263]]"
13163,"[[0, 1, 360]]"
13156,"[[1, 5, 809]]"
13131,"[[0, 3, 2014], [0, 0, 1676], [2, 0, 743], [1, 0, 1200], [0, 0, 1155], [0, 3, 3745], [0, 0, 9535], [1, 0, 786], [0, 0, 1674]]"
13128,"[[1, 0, 415], [1, 3, 1519], [0, 0, 294], [1, 0, 874], [1, 0, 1330], [1, 0, 825], [0, 0, 978]]"
13122,"[[0, 0, 406], [0, 0, 1784], [1, 0, 760], [1, 1, 742], [1, 0, 1259]]"
13118,"[[2, 0, 191]]"
13116,"[[0, 0, 2638]]"
13105,"[[1, 0, 541], [0, 0, 809]]"
13077,"[[2, 1, 6489], [0, 2, 3478]]"
13073,"[[1, 4, 7592], [1, 2, 2066], [1, 2, 1379], [0, 4, 856]]"
13062,"[[0, 0, 1859]]"
13015,"[[0, 4, 1340]]"
13014,"[[1, 4, 1832], [1, 8, 4335], [-1, 1, 878]]"
12978,"[[0, 0, 422], [0, 2, 805], [1, 0, 629], [0, 0, 357], [0, 0, 832]]"
12941,"[[1, 0, 382], [1, 0, 605]]"
12936,"[[0, 2, 1151]]"
12923,"[[1, 0, 1465]]"
12917,"[[2, 0, 588]]"
12913,"[[3, 1, 1484]]"
12911,"[[2, 0, 835]]"
12909,"[[0, 0, 210], [0, 0, 639], [1, 0, 1145], [-1, 1, 1356]]"
12906,"[[1, 0, 1155], [0, 8, 1220], [1, 5, 1000]]"
12895,"[[0, 0, 435], [2, 1, 1517]]"
12894,"[[3, 0, 2029]]"
12883,"[[0, 0, 611], [0, 0, 2067], [1, 4, 970], [2, 0, 1235]]"
12838,"[[0, 0, 2776], [1, 0, 767], [0, 0, 1084], [0, 0, 303], [0, 0, 1521], [0, 0, 591], [0, 0, 694], [1, 0, 206]]"
12830,"[[1, 0, 1641], [0, 0, 1276], [0, 0, 1240]]"
12828,"[[0, 0, 520]]"
12807,"[[0, 0, 500]]"
12805,"[[0, 0, 608], [0, 1, 398]]"
12800,"[[0, 0, 823]]"
12787,"[[3, 2, 2676]]"
12782,"[[0, 0, 1643]]"
12729,"[[2, 2, 2038], [3, 0, 1384], [0, 5, 1786], [1, 0, 2497], [0, 0, 6617], [0, 0, 915]]"
12717,"[[1, 0, 1102]]"
12710,"[[1, 0, 387], [1, 1, 986], [2, 0, 1652], [1, 4, 955]]"
12701,"[[1, 0, 1759], [1, 0, 350], [0, 0, 1276]]"
12697,"[[2, 2, 574], [0, 0, 387]]"
12696,"[[0, 0, 398]]"
12693,"[[2, 1, 233]]"
12692,"[[0, 0, 526], [0, 0, 394], [0, 0, 702]]"
12675,"[[2, 3, 2561], [0, 0, 937], [1, 0, 2265], [1, 0, 800], [2, 1, 923], [4, 0, 757], [0, 2, 1033], [0, 0, 873], [1, 1, 1420], [0, 0, 1993], [1, 1, 925], [1, 0, 344], [0, 3, 487], [1, 2, 549], [1, 8, 817], [3, 2, 1080], [2, 0, 1990], [1, 1, 746], [1, 0, 1363], [1, 0, 1573], [0, 0, 593], [0, 2, 602], [3, 0, 468], [2, 3, 964], [0, 2, 645], [2, 5, 1591], [0, 0, 1367], [0, 1, 588], [0, 0, 824], [0, 0, 1062], [1, 0, 870], [1, 1, 559], [1, 1, 390], [0, 0, 727], [1, 1, 850], [1, 0, 476], [1, 0, 784], [0, 0, 991], [1, 0, 1248], [0, 0, 442], [1, 0, 1119], [0, 0, 1059], [1, 0, 910], [0, 0, 1569], [2, 1, 873], [0, 1, 4206], [0, 0, 730], [0, 0, 750]]"
12656,"[[0, 0, 1603], [-1, 1, 196]]"
12650,"[[1, 2, 4437], [1, 3, 1482], [0, 1, 636], [0, 0, 4841]]"
12646,"[[1, 1, 1624], [1, 2, 1421], [0, 0, 385]]"
12635,"[[0, 0, 210]]"
12613,"[[0, 0, 548]]"
12606,"[[0, 0, 690]]"
12601,"[[0, 0, 434]]"
12591,"[[0, 16, 387], [1, 2, 1352], [1, 10, 637], [1, 0, 303], [1, 1, 668], [2, 0, 782], [0, 9, 1795], [1, 1, 2010], [1, 0, 349], [1, 4, 2616], [1, 1, 360], [1, 0, 819], [1, 0, 120], [3, 0, 570], [1, 0, 588], [0, 1, 789], [1, 7, 676], [1, 8, 1855], [2, 0, 761], [1, 0, 882], [0, 0, 371], [1, 3, 2786], [2, 0, 1372], [2, 1, 627], [1, 2, 913], [2, 3, 484], [2, 6, 663], [0, 5, 1804], [1, 0, 352], [0, 9, 471], [0, 2, 285], [0, 14, 1542], [1, 0, 1105], [0, 7, 163], [1, 1, 199], [1, 0, 174], [1, 0, 1067], [2, 5, 1159], [2, 15, 522], [2, 0, 699], [1, 16, 264], [1, 2, 628], [0, 0, 412], [0, 13, 3689], [1, 0, 1572], [2, 0, 726], [0, 4, 542], [0, 5, 310], [1, 0, 990], [0, 5, 1738], [1, 1, 561], [0, 3, 442], [2, 12, 1177], [0, 6, 632], [1, 4, 1305], [1, 3, 444], [0, 3, 1638], [1, 4, 332], [0, 9, 952]]"
12556,"[[1, 0, 2161]]"
12515,"[[1, 0, 1076]]"
12469,"[[1, 2, 2729]]"
12464,"[[-1, 0, 681], [0, 0, 890], [1, 0, 465], [0, 1, 1393]]"
12456,"[[3, 4, 707], [2, 1, 524], [1, 1, 312]]"
12450,"[[0, 0, 199]]"
12434,"[[0, 0, 2854]]"
12408,"[[1, 0, 241], [0, 0, 602], [1, 4, 209]]"
12404,"[[0, 0, 364], [0, 0, 3084], [0, 0, 1531], [0, 4, 449], [3, 0, 334], [0, 2, 1000], [1, 0, 548], [0, 0, 626], [3, 1, 582]]"
12390,"[[0, 2, 5278], [0, 2, 1421], [0, 0, 1318]]"
12380,"[[2, 1, 1088]]"
12359,"[[1, 0, 577]]"
12353,"[[0, 0, 875], [1, 0, 1326], [0, 0, 965], [1, 1, 2779], [3, 0, 727], [0, 0, 1490], [0, 2, 1051]]"
12338,"[[0, 0, 338], [2, 4, 488], [0, 0, 344], [3, 3, 1409]]"
12338,"[[2, 5, 766], [1, 0, 249], [2, 0, 288], [2, 0, 1364], [1, 2, 416], [1, 3, 273]]"
12317,"[[0, 0, 1298]]"
12310,"[[1, 0, 1534], [1, 0, 398]]"
12280,"[[1, 0, 852], [1, 2, 1756], [0, 0, 640], [0, 0, 334], [1, 4, 1448]]"
12274,"[[0, 0, 325]]"
12262,"[[0, 0, 2439], [2, 0, 2063], [3, 1, 5763], [2, 9, 12901], [3, 1, 3869], [6, 4, 9837], [2, 1, 2147], [2, 0, 12454], [1, 1, 4862], [1, 0, 10058], [1, 0, 719], [1, 0, 2398], [1, 1, 6288], [1, 0, 2493], [0, 0, 6751], [1, 0, 548], [0, 0, 1767]]"
12248,"[[1, 0, 1517]]"
12241,"[[0, 0, 1484]]"
12226,"[[0, 0, 480]]"
12208,"[[0, 0, 1921], [0, 0, 2474], [0, 0, 1393], [0, 0, 1788], [0, 0, 2644], [0, 0, 1211], [0, 0, 1673], [0, 0, 581], [0, 0, 2180], [0, 0, 1003], [-1, 0, 1680], [-1, 0, 1658], [0, 0, 731], [0, 0, 158], [1, 0, 3723], [0, 0, 1888], [0, 0, 218], [0, 0, 375], [0, 0, 1323], [0, 0, 317], [0, 0, 33076]]"
12205,"[[1, 0, 1917]]"
12205,"[[1, 0, 4106]]"
12179,"[[1, 0, 579], [1, 1, 657], [1, 0, 1082], [0, 0, 552], [0, 0, 801], [0, 2, 261], [1, 1, 1516]]"
12159,"[[0, 2, 729]]"
12131,"[[0, 0, 345]]"
12089,"[[0, 0, 208]]"
12085,"[[0, 0, 951]]"
12085,"[[1, 0, 1705], [-1, 0, 889]]"
12078,"[[0, 1, 282], [1, 3, 588]]"
12077,"[[0, 0, 708]]"
12077,"[[0, 0, 3518], [0, 0, 2982], [0, 0, 1747], [0, 7, 4051], [0, 0, 6163], [0, 1, 2694], [0, 0, 1363], [0, 0, 1798], [0, 0, 883], [0, 0, 5164]]"
12038,"[[1, 0, 378], [1, 0, 538]]"
12037,"[[0, 0, 455], [0, 0, 610], [1, 2, 626], [0, 0, 1700], [0, 2, 327], [0, 0, 393], [1, 2, 334]]"
12001,"[[0, 0, 523]]"
11997,"[[0, 1, 1059]]"
11993,"[[0, 1, 315], [0, 0, 138]]"
11985,"[[0, 1, 2152], [0, 0, 1061], [0, 0, 557], [0, 0, 2289], [0, 0, 3401], [1, 4, 1327], [2, 1, 909], [0, 0, 1063], [0, 0, 620]]"
11982,"[[0, 0, 2521]]"
11925,"[[0, 0, 438], [2, 15, 460]]"
11904,"[[0, 0, 799]]"
11902,"[[0, 3, 880], [0, 0, 1194]]"
11895,"[[0, 1, 2487], [0, 0, 1145]]"
11894,"[[0, 0, 203], [2, 0, 253], [0, 2, 319], [0, 1, 208], [0, 0, 2221]]"
11857,"[[0, 1, 904], [1, 1, 454], [1, 0, 583], [0, 1, 2271]]"
11854,"[[0, 0, 275], [0, 0, 776], [1, 1, 356], [1, 2, 1774], [0, 1, 494], [1, 0, 644], [0, 0, 441]]"
11846,"[[1, 0, 2411]]"
11831,"[[0, 0, 6833]]"
11813,"[[0, 1, 2171]]"
11803,"[[3, 3, 408]]"
11802,"[[1, 1, 963], [2, 3, 3044]]"
11789,"[[0, 0, 4924]]"
11766,"[[0, 0, 1794]]"
11745,"[[2, 0, 619]]"
11744,"[[0, 0, 119]]"
11742,"[[0, 0, 322], [0, 0, 174], [0, 0, 315]]"
11716,"[[0, 2, 208], [2, 2, 749], [2, 0, 772], [0, 0, 1286], [1, 0, 1079], [1, 0, 2258]]"
11710,"[[0, 0, 1967], [1, 0, 1297]]"
11709,"[[0, 0, 2398]]"
11705,"[[0, 0, 2475], [0, 0, 1293], [1, 0, 3665], [0, 7, 2493], [2, 1, 2326], [0, 3, 7826], [1, 0, 2499], [1, 0, 1648], [2, 0, 1683], [1, 6, 9981]]"
11680,"[[1, 1, 2718]]"
11653,"[[0, 0, 3122], [3, 2, 2260], [1, 2, 1712], [0, 0, 2800], [0, 0, 2429]]"
11638,"[[0, 0, 421]]"
11629,"[[0, 0, 83]]"
11627,"[[0, 0, 1756]]"
11617,"[[0, 0, 621], [0, 1, 200]]"
11610,"[[0, 0, 671], [1, 0, 723]]"
11593,"[[2, 0, 1478]]"
11593,"[[1, 2, 999], [0, 0, 484], [1, 5, 301], [3, 0, 350], [2, 2, 508], [0, 0, 1247], [0, 0, 88], [1, 0, 198], [0, 0, 489], [2, 0, 636], [2, 0, 890], [1, 0, 203], [0, 0, 930]]"
11584,"[[0, 0, 816]]"
11581,"[[-1, 11, 1130], [0, 0, 518], [0, 0, 6039], [0, 0, 5725], [0, 0, 3652], [0, 0, 1234]]"
11579,"[[1, 0, 343]]"
11543,"[[0, 0, 1013], [1, 0, 534]]"
11536,"[[0, 0, 228]]"
11526,"[[1, 1, 4236]]"
11498,"[[1, 0, 235]]"
11487,"[[1, 2, 2396], [0, 0, 898], [0, 0, 782], [4, 0, 1740], [0, 0, 1026], [0, 0, 3506], [1, 1, 808]]"
11486,"[[3, 0, 199]]"
11486,"[[0, 10, 6497], [1, 0, 2138], [0, 0, 2368], [1, 0, 2043], [1, 0, 3114]]"
11472,"[[2, 3, 567], [0, 0, 368], [1, 0, 754]]"
11472,"[[0, 0, 1308]]"
11471,"[[2, 3, 1176], [2, 0, 418]]"
11468,"[[1, 0, 1322]]"
11460,"[[0, 0, 771], [2, 2, 3781], [0, 0, 2619], [0, 0, 2220], [0, 0, 1699], [1, 0, 8516], [1, 0, 3364], [0, 2, 919], [0, 0, 713], [0, 0, 1837], [0, 1, 4148], [0, 0, 5108]]"
11451,"[[1, 1, 1734]]"
11450,"[[0, 2, 354]]"
11438,"[[0, 0, 905]]"
11423,"[[1, 0, 56]]"
11415,"[[1, 1, 169]]"
11398,"[[1, 1, 166], [1, 1, 915]]"
11387,"[[1, 0, 1021], [1, 0, 2145], [0, 0, 654]]"
11346,"[[1, 2, 709]]"
11337,"[[2, 0, 633]]"
11326,"[[0, 0, 981], [0, 0, 1853]]"
11326,"[[0, 3, 165], [0, 4, 238], [0, 0, 2310]]"
11319,"[[1, 0, 1351]]"
11303,"[[0, 0, 2610], [3, 9, 2026]]"
11300,"[[0, 0, 1097], [0, 0, 657], [1, 1, 3297], [0, 1, 1771], [0, 0, 1431], [0, 0, 1024]]"
11296,"[[1, 0, 926]]"
11286,"[[1, 0, 2199], [1, 0, 1301], [1, 0, 1877], [0, 3, 3524], [1, 0, 806], [1, 3, 1072], [1, 6, 1006], [1, 0, 1406], [0, 0, 491]]"
11283,"[[0, 0, 256], [2, 1, 652], [2, 1, 381], [2, 0, 649], [1, 0, 396], [1, 0, 1769], [1, 0, 420], [3, 4, 384]]"
11269,"[[0, 0, 406]]"
11268,"[[1, 0, 2187], [0, 2, 1136], [1, 0, 661], [1, 1, 724]]"
11261,"[[1, 0, 603]]"
11246,"[[1, 1, 738], [1, 1, 870], [1, 2, 534]]"
11240,"[[1, 2, 308]]"
11224,"[[0, 0, 2631], [0, 0, 418]]"
11220,"[[0, 0, 1392], [0, 0, 681]]"
11219,"[[0, 0, 635], [0, 0, 731], [1, 1, 570], [1, 0, 914], [0, 0, 539]]"
11210,"[[1, 0, 2154], [0, 0, 3320]]"
11186,"[[0, 0, 1378]]"
11175,"[[0, 0, 1036], [3, 0, 473]]"
11175,"[[0, 0, 331]]"
11141,"[[0, 0, 138], [1, 0, 2918], [1, 0, 1841], [1, 0, 235], [1, 2, 3043], [0, 0, 1249], [1, 2, 995], [0, 1, 139], [1, 3, 1424], [3, 3, 879], [0, 1, 570], [1, 2, 1014], [0, 0, 456], [1, 1, 1137]]"
11131,"[[3, 0, 602]]"
11099,"[[0, 0, 1136]]"
11096,"[[1, 0, 1653], [2, 0, 343], [2, 1, 255], [1, 1, 1258]]"
11095,"[[2, 0, 797], [0, 4, 1146], [0, 0, 534], [2, 0, 555]]"
11072,"[[0, 1, 249], [0, 0, 505], [0, 0, 285], [0, 0, 367]]"
11060,"[[0, 0, 226], [0, 0, 1764], [0, 0, 180], [0, 0, 1353], [0, 0, 372]]"
11047,"[[1, 0, 1172]]"
11020,"[[2, 0, 317]]"
10999,"[[1, 0, 196], [0, 0, 847], [0, 3, 227], [1, 3, 1447]]"
10992,"[[0, 0, 350]]"
10964,"[[0, 3, 358], [0, 1, 2134], [0, 0, 846], [0, 0, 312], [1, 0, 1136], [0, 0, 3573], [0, 0, 816], [0, 0, 1266], [2, 2, 12554], [1, 0, 450], [0, 0, 2385], [1, 0, 244], [2, 0, 972], [2, 0, 3306], [0, 1, 832]]"
10949,"[[1, 4, 1604], [0, 0, 938], [1, 1, 656], [0, 0, 851], [1, 0, 1371]]"
10918,"[[0, 0, 266]]"
10906,"[[0, 0, 473]]"
10900,"[[0, 0, 284], [0, 0, 459]]"
10894,"[[2, 0, 426], [0, 0, 818]]"
