reputation,answers
35169,"[[12, 0, 159], [63, 0, 522], [425, 13, 452], [109, 5, 217]]"
59491,"[[13, 0, 538], [13, 0, 1265]]"
7234,"[[59, 0, 1045]]"
2071,"[[13, 1, 4116]]"
2654,"[[26, 3, 429]]"
2725,"[[62, 1, 547], [13, 6, 623]]"
1473,"[[64, 2, 1918]]"
1883,"[[25, 4, 252], [19, 1, 473]]"
7669,"[[16, 0, 3719], [11, 0, 3976], [18, 0, 1011]]"
1070,"[[11, 0, 2189]]"
2936,"[[34, 5, 328], [15, 0, 285], [44, 2, 229]]"
2197,"[[14, 0, 175]]"
7155,"[[15, 0, 3993]]"
37901,"[[16, 1, 1107], [37, 1, 1467], [16, 2, 1053]]"
1167,"[[20, 7, 2045], [25, 4, 609], [15, 1, 683]]"
1830,"[[16, 1, 140]]"
2299,"[[65, 1, 1117]]"
5417,"[[12, 0, 796]]"
2583,"[[15, 2, 436]]"
1026,"[[39, 1, 138]]"
5740,"[[13, 2, 3587]]"
11895,"[[19, 5, 1069], [13, 0, 257], [22, 4, 444], [16, 0, 670], [21, 2, 4023]]"
31002,"[[23, 4, 887]]"
3012,"[[11, 8, 10020]]"
9243,"[[24, 1, 1088]]"
1179,"[[35, 2, 388]]"
7730,"[[12, 1, 287], [12, 6, 2218], [22, 2, 2305], [11, 0, 793]]"
1142,"[[22, 1, 134]]"
2137,"[[177, 15, 388]]"
112399,"[[44, 10, 1483], [16, 7, 507], [16, 3, 1744], [24, 4, 1136]]"
61552,"[[14, 2, 3748], [14, 9, 4743], [16, 9, 687], [25, 17, 5807]]"
3233,"[[98, 3, 2034]]"
2483,"[[22, 0, 550]]"
1687,"[[11, 0, 994]]"
4162,"[[11, 1, 627], [11, 0, 162]]"
4197,"[[44, 3, 1068]]"
1563,"[[12, 2, 991]]"
7003,"[[12, 0, 441]]"
39715,"[[57, 3, 5158], [19, 0, 301]]"
1874,"[[20, 7, 7004], [11, 0, 5424], [20, 7, 12230], [13, 3, 13950]]"
1244,"[[45, 3, 170]]"
1336,"[[20, 0, 408]]"
4481,"[[13, 3, 2239]]"
3370,"[[18, 0, 488]]"
1113,"[[28, 0, 565]]"
63875,"[[11, 0, 1876], [21, 0, 2604], [11, 0, 1260], [19, 3, 2812]]"
17286,"[[26, 0, 1338]]"
1685,"[[162, 2, 940]]"
7448,"[[27, 1, 594]]"
3159,"[[19, 1, 288]]"
133181,"[[14, 3, 1596]]"
1908,"[[23, 3, 587], [18, 2, 1372], [11, 0, 2070], [23, 1, 1054], [31, 3, 532]]"
2069,"[[12, 0, 619]]"
3459,"[[11, 1, 189]]"
5725,"[[20, 0, 904]]"
4847,"[[55, 3, 2576]]"
1101,"[[41, 1, 704], [11, 1, 2360]]"
15870,"[[11, 0, 1121]]"
2096,"[[47, 3, 116]]"
1686,"[[15, 1, 503]]"
17803,"[[22, 2, 1138]]"
24900,"[[26, 0, 556], [11, 0, 2168], [19, 1, 1397], [15, 1, 706]]"
3805,"[[12, 1, 4068], [116, 9, 1448], [14, 0, 415]]"
17980,"[[22, 0, 581]]"
3686,"[[12, 2, 336], [22, 1, 405]]"
1428,"[[16, 0, 649], [16, 0, 758]]"
1501,"[[18, 2, 427]]"
2023,"[[87, 7, 296]]"
54154,"[[13, 4, 841], [11, 3, 1225]]"
2048,"[[14, 3, 1408]]"
1052,"[[14, 0, 197]]"
4400,"[[14, 0, 393]]"
2719,"[[27, 0, 1740], [17, 2, 378], [21, 1, 339], [17, 1, 283]]"
10651,"[[11, 1, 971]]"
2019,"[[50, 6, 1192], [123, 11, 1035]]"
2312,"[[25, 1, 144]]"
2061,"[[190, 1, 181]]"
52143,"[[17, 2, 337], [11, 3, 1609]]"
33927,"[[15, 15, 1822]]"
5362,"[[18, 1, 568]]"
3518,"[[90, 1, 1256]]"
1635,"[[12, 0, 545]]"
1436,"[[37, 10, 689]]"
1925,"[[74, 1, 517], [12, 0, 1287]]"
1023,"[[87, 2, 819]]"
1618,"[[15, 1, 404]]"
2082,"[[26, 9, 412]]"
12138,"[[34, 5, 1988], [11, 1, 315], [45, 6, 3273]]"
1111,"[[26, 1, 832]]"
1008,"[[24, 1, 745], [35, 4, 296]]"
3240,"[[12, 0, 484]]"
86005,"[[19, 2, 210], [47, 0, 355], [14, 4, 310], [281, 3, 724]]"
1037,"[[65, 6, 737], [13, 1, 792]]"
6855,"[[40, 9, 2393], [16, 6, 1362]]"
1219,"[[11, 1, 430]]"
7689,"[[182, 1, 2033]]"
1261,"[[21, 2, 6827]]"
29059,"[[19, 0, 234]]"
19164,"[[13, 2, 10995], [15, 11, 16243]]"
1655,"[[54, 5, 782]]"
14303,"[[60, 1, 852]]"
222392,"[[14, 4, 153], [19, 10, 2674], [18, 10, 518]]"
5352,"[[13, 1, 377], [12, 2, 2443], [11, 0, 4420], [13, 6, 1276]]"
163692,"[[63, 0, 315], [11, 1, 115]]"
3471,"[[63, 1, 261]]"
2080,"[[12, 4, 1396]]"
1499,"[[26, 0, 583]]"
25558,"[[21, 1, 1466], [18, 2, 1843]]"
1072,"[[21, 4, 1538]]"
3725,"[[26, 3, 634]]"
33242,"[[11, 7, 523], [19, 1, 768], [12, 7, 475]]"
16370,"[[12, 21, 3832], [24, 0, 1624]]"
1421,"[[19, 2, 279]]"
1657,"[[14, 2, 271]]"
1024,"[[25, 2, 479]]"
1468,"[[15, 1, 2288]]"
1282,"[[15, 0, 1198]]"
6541,"[[270, 3, 1232], [14, 1, 482], [28, 5, 382], [27, 5, 2335], [53, 3, 1132], [22, 1, 979]]"
4937,"[[16, 2, 4115]]"
4322,"[[30, 1, 199]]"
8832,"[[43, 1, 1121], [20, 1, 3664], [22, 1, 1103]]"
2316,"[[32, 1, 851]]"
4624,"[[20, 2, 694]]"
72789,"[[18, 2, 1230], [11, 0, 870], [54, 9, 1313]]"
2039,"[[31, 0, 236]]"
1542,"[[14, 1, 1974]]"
8298,"[[11, 2, 681], [14, 1, 659], [13, 5, 945]]"
32027,"[[29, 2, 1156], [39, 3, 581], [12, 1, 2100], [11, 3, 2183], [13, 0, 2797], [15, 0, 1519], [20, 5, 652], [11, 0, 817], [12, 1, 4015]]"
3007,"[[11, 1, 611]]"
1401,"[[12, 8, 762], [48, 7, 2421]]"
38178,"[[12, 0, 1782]]"
3734,"[[50, 0, 520], [37, 0, 2085], [27, 1, 530]]"
1001,"[[28, 1, 303]]"
4507,"[[64, 5, 520], [84, 3, 799], [42, 3, 955]]"
12768,"[[15, 2, 182]]"
2170,"[[19, 2, 180]]"
4008,"[[17, 9, 772]]"
3214,"[[28, 7, 632]]"
1292,"[[81, 2, 1273]]"
1669,"[[15, 0, 778]]"
5228,"[[24, 6, 742]]"
23120,"[[12, 1, 805], [917, 32, 875], [11, 0, 2026]]"
67853,"[[38, 2, 531]]"
2412,"[[25, 0, 629]]"
1578,"[[12, 3, 7648]]"
5541,"[[16, 0, 455], [11, 0, 317], [12, 0, 206]]"
2949,"[[11, 1, 427]]"
4097,"[[116, 5, 1533], [26, 3, 266]]"
1735,"[[13, 0, 1841]]"
2344,"[[14, 6, 1832]]"
7483,"[[18, 1, 950], [39, 1, 635], [16, 0, 3135]]"
1623,"[[15, 2, 141]]"
5113,"[[19, 0, 1481]]"
3268,"[[18, 1, 435]]"
4164,"[[25, 2, 157]]"
41526,"[[11, 0, 1437], [12, 1, 1032], [11, 7, 1437], [11, 1, 3648], [11, 5, 2448], [36, 9, 2007], [13, 0, 7598]]"
27148,"[[11, 5, 1678], [12, 1, 473], [172, 24, 1419], [14, 3, 1072], [16, 3, 1294]]"
2439,"[[132, 3, 1281], [116, 9, 1384], [11, 1, 425]]"
1370,"[[11, 2, 500]]"
1989,"[[25, 1, 468]]"
1541,"[[13, 1, 393]]"
6918,"[[14, 1, 774]]"
1925,"[[22, 4, 923], [50, 0, 977]]"
1208,"[[16, 4, 271]]"
5214,"[[12, 6, 90]]"
17431,"[[16, 0, 326]]"
4044,"[[60, 4, 314]]"
9641,"[[16, 0, 955]]"
8605,"[[25, 4, 279]]"
2954,"[[13, 2, 1016]]"
6272,"[[23, 2, 613], [34, 0, 982]]"
5142,"[[11, 0, 6509]]"
1639,"[[15, 4, 2249]]"
1621,"[[68, 5, 721]]"
2714,"[[32, 1, 780]]"
7263,"[[11, 0, 3420], [12, 1, 758]]"
6147,"[[17, 0, 5909], [17, 0, 3147], [12, 2, 1101]]"
2040,"[[21, 0, 671]]"
55520,"[[55, 2, 4246], [34, 0, 632], [29, 1, 574], [16, 3, 410], [14, 6, 1252], [19, 3, 1227], [21, 5, 1991], [22, 2, 703], [17, 4, 1566], [47, 0, 1958], [11, 0, 850], [12, 5, 2602], [15, 3, 371], [18, 10, 966], [86, 1, 1935], [15, 0, 841], [12, 0, 1249], [14, 3, 745], [19, 1, 1858]]"
1470,"[[12, 0, 676], [11, 2, 1520]]"
1112,"[[14, 2, 524], [14, 4, 521]]"
29093,"[[11, 6, 314]]"
2375,"[[12, 1, 1038]]"
1434,"[[12, 0, 613]]"
9988,"[[19, 2, 2118]]"
2386,"[[33, 3, 544], [29, 0, 3059], [96, 0, 1359]]"
4143,"[[11, 2, 884], [11, 2, 1662], [15, 1, 1364]]"
4421,"[[11, 1, 1580], [21, 4, 1465], [12, 0, 495]]"
2197,"[[18, 1, 844]]"
2060,"[[16, 2, 245]]"
5138,"[[11, 3, 2356]]"
3071,"[[58, 1, 616], [11, 1, 2531]]"
17645,"[[15, 1, 939], [21, 4, 584], [12, 0, 1907], [11, 1, 4958], [12, 1, 992], [35, 6, 1908]]"
20466,"[[16, 0, 1558], [46, 5, 1662], [21, 2, 4903], [14, 1, 3440], [21, 0, 11218]]"
5918,"[[12, 6, 1944], [12, 0, 1967]]"
3470,"[[24, 0, 705]]"
6581,"[[11, 0, 249]]"
1721,"[[13, 0, 813], [17, 0, 2383], [12, 0, 863], [21, 1, 187]]"
1094,"[[60, 5, 256], [13, 0, 658]]"
2228,"[[37, 2, 1261]]"
1374,"[[11, 10, 1374]]"
1952,"[[13, 2, 946]]"
1802,"[[11, 0, 288], [35, 0, 691], [22, 2, 297], [36, 1, 1785]]"
3295,"[[29, 5, 1151], [15, 7, 1229]]"
1123,"[[15, 0, 874]]"
2823,"[[11, 1, 2302], [24, 0, 1497]]"
2059,"[[25, 0, 533]]"
2827,"[[24, 2, 2418], [14, 0, 945], [11, 3, 432], [12, 0, 927]]"
16562,"[[89, 7, 917]]"
52847,"[[11, 13, 2229], [11, 1, 2676], [11, 0, 5130], [12, 1, 7323], [139, 5, 1532], [96, 5, 2423], [17, 0, 1305], [13, 5, 579], [14, 4, 3968], [11, 0, 1040], [11, 1, 10779], [59, 5, 1387], [59, 8, 2146], [13, 0, 1788]]"
4393,"[[14, 4, 224]]"
3129,"[[18, 1, 1031]]"
1487,"[[14, 2, 607]]"
1971,"[[19, 0, 507]]"
9747,"[[12, 2, 533], [96, 4, 1519], [18, 1, 2148], [21, 0, 773]]"
4780,"[[29, 2, 1592]]"
1342,"[[27, 1, 444], [91, 2, 500]]"
2175,"[[42, 3, 1500]]"
23036,"[[54, 5, 1649], [12, 1, 1126], [11, 0, 1756], [17, 0, 3111], [20, 21, 8041]]"
11638,"[[17, 3, 1330], [19, 1, 482]]"
171377,"[[12, 3, 1885], [47, 3, 586]]"
3554,"[[14, 0, 67]]"
14740,"[[17, 4, 710]]"
2475,"[[13, 0, 633]]"
1579,"[[112, 7, 473]]"
1352,"[[31, 5, 714]]"
1754,"[[111, 12, 1627]]"
1888,"[[11, 0, 912]]"
4442,"[[20, 1, 1765]]"
27068,"[[12, 5, 3463], [12, 6, 1727], [12, 0, 673], [25, 8, 3144], [11, 5, 4890], [22, 1, 1162], [29, 3, 4110], [11, 2, 816], [12, 0, 1181], [47, 6, 1455], [11, 4, 3049], [11, 2, 2405], [21, 2, 673], [23, 0, 2637], [25, 0, 2504], [40, 1, 2669], [25, 8, 337], [11, 2, 297], [16, 9, 2041], [38, 11, 2350], [14, 2, 981]]"
165825,"[[14, 4, 3615], [17, 0, 705], [16, 5, 3781], [27, 2, 3425], [18, 0, 3508], [174, 4, 3581], [29, 3, 1470], [29, 0, 3432], [17, 0, 2634], [14, 3, 2860], [13, 7, 1590], [13, 0, 6313], [11, 0, 3112], [11, 0, 3266], [16, 3, 7214], [16, 6, 5147], [47, 4, 11042], [15, 0, 2664], [21, 0, 3592], [26, 2, 3647], [17, 2, 1323], [48, 0, 2292], [13, 1, 1595], [13, 1, 5428], [14, 7, 635], [12, 3, 3863], [11, 0, 1409], [14, 1, 2544], [173, 10, 3618], [23, 1, 3478]]"
244642,"[[52, 6, 2627], [14, 1, 613], [14, 7, 2482], [14, 2, 736], [14, 3, 1293], [42, 5, 748], [14, 0, 466], [11, 4, 1597], [12, 2, 2466], [19, 4, 3421]]"
2758,"[[14, 1, 2086]]"
9428,"[[50, 2, 1607]]"
2531,"[[148, 16, 1147]]"
1699,"[[11, 1, 1661]]"
11566,"[[32, 1, 357]]"
1661,"[[12, 0, 1052]]"
14209,"[[25, 3, 796], [25, 1, 522]]"
4599,"[[16, 1, 969], [14, 8, 1394], [39, 2, 1135], [12, 2, 482]]"
14794,"[[16, 0, 590], [327, 7, 2389], [18, 0, 320], [22, 3, 631], [30, 2, 1678], [86, 3, 695], [21, 0, 296], [50, 1, 938]]"
10061,"[[12, 4, 629]]"
3298,"[[12, 0, 486], [29, 1, 1381]]"
2281,"[[14, 0, 754]]"
1505,"[[12, 3, 590]]"
10428,"[[11, 0, 1462]]"
2460,"[[47, 2, 962], [14, 3, 1011], [22, 3, 400]]"
10036,"[[11, 0, 578]]"
9972,"[[82, 6, 5310]]"
4109,"[[11, 0, 505], [132, 1, 574]]"
9245,"[[16, 0, 432]]"
2107,"[[48, 4, 776]]"
1593,"[[15, 1, 421], [12, 1, 360]]"
17491,"[[12, 3, 1467], [14, 9, 3767], [14, 1, 293]]"
16942,"[[12, 1, 1804], [13, 3, 1098], [11, 0, 954], [24, 8, 3573], [15, 2, 2097], [47, 0, 1572], [11, 0, 1597], [15, 6, 2057], [11, 2, 562], [17, 6, 1902], [18, 0, 392], [17, 10, 795], [31, 0, 530], [19, 0, 3304], [11, 0, 3618], [14, 7, 3203], [11, 8, 3891], [18, 0, 1494], [23, 0, 1577], [25, 3, 1294], [14, 2, 2423]]"
1414,"[[67, 5, 265], [13, 5, 412]]"
8025,"[[39, 9, 3789], [90, 7, 4936], [22, 11, 1886]]"
1450,"[[11, 1, 1757]]"
1065,"[[14, 1, 847]]"
2825,"[[109, 4, 1749]]"
9250,"[[12, 4, 1392], [13, 2, 1414], [11, 0, 1872]]"
3094,"[[48, 4, 1375], [29, 0, 466]]"
1595,"[[22, 2, 185], [13, 0, 255]]"
6322,"[[48, 5, 730]]"
1070,"[[14, 0, 601]]"
3837,"[[13, 0, 305]]"
1445,"[[11, 6, 161]]"
1336,"[[17, 1, 227], [28, 4, 215], [34, 1, 488]]"
2784,"[[15, 8, 3061], [11, 3, 1514], [16, 11, 1046]]"
5411,"[[22, 1, 385], [11, 3, 1793]]"
3121,"[[13, 2, 458], [29, 1, 840], [11, 0, 804]]"
110723,"[[18, 0, 334], [12, 4, 480], [30, 1, 306], [11, 1, 185]]"
3793,"[[14, 2, 1200]]"
20870,"[[23, 0, 1441], [11, 1, 19549], [23, 2, 7262], [176, 17, 4448], [54, 3, 12886], [21, 0, 3833], [11, 2, 966], [14, 3, 5612], [39, 2, 961], [52, 1, 529], [103, 3, 6416], [11, 0, 2953], [14, 1, 3500], [48, 3, 4470], [99, 4, 3591], [35, 0, 953], [94, 3, 4924], [56, 2, 10232], [26, 3, 4718], [19, 0, 6797], [37, 2, 3818], [25, 7, 4038], [24, 9, 8534], [15, 2, 2576]]"
4233,"[[38, 3, 683], [22, 1, 2086]]"
3774,"[[27, 5, 550], [29, 4, 774]]"
2053,"[[157, 9, 381]]"
2335,"[[19, 1, 1166]]"
1499,"[[23, 7, 752]]"
3931,"[[12, 3, 676]]"
1062,"[[16, 2, 396]]"
4529,"[[12, 1, 373]]"
2641,"[[16, 0, 315]]"
1022,"[[13, 2, 392]]"
1317,"[[12, 2, 1377], [13, 2, 3339]]"
43212,"[[12, 2, 3611]]"
86863,"[[16, 2, 1745], [11, 3, 2625], [16, 3, 3682], [12, 0, 2829], [11, 2, 1923]]"
2126,"[[17, 1, 1061]]"
1321,"[[16, 0, 777]]"
1156,"[[35, 8, 381]]"
1884,"[[30, 3, 780]]"
1015,"[[53, 1, 569]]"
2029,"[[13, 1, 318]]"
1920,"[[14, 0, 466]]"
3431,"[[31, 7, 458]]"
21998,"[[14, 1, 930], [11, 0, 8375], [13, 3, 2937], [12, 1, 2919]]"
1139,"[[14, 2, 506]]"
8997,"[[18, 3, 753]]"
2623,"[[14, 1, 573], [13, 0, 1410]]"
4459,"[[63, 4, 360]]"
6072,"[[14, 1, 1031]]"
3048,"[[11, 2, 4993]]"
10381,"[[12, 6, 273], [30, 4, 1142]]"
4427,"[[12, 5, 684], [14, 1, 490]]"
1778,"[[16, 4, 3273]]"
1330,"[[18, 4, 238]]"
8568,"[[20, 0, 396], [42, 5, 1757]]"
145621,"[[17, 0, 1893], [55, 5, 1803], [23, 9, 1800]]"
24063,"[[30, 13, 1599], [30, 4, 1029], [28, 1, 783], [65, 14, 5697]]"
70523,"[[17, 0, 508], [18, 0, 1182], [23, 2, 321], [16, 4, 1380], [48, 0, 497]]"
6367,"[[13, 3, 951]]"
14458,"[[14, 0, 617], [15, 0, 2644], [12, 4, 2229], [82, 9, 5501], [14, 0, 2100], [12, 3, 3404], [34, 1, 5743]]"
2278,"[[32, 1, 1988]]"
16930,"[[13, 1, 891]]"
1971,"[[13, 1, 1080], [92, 0, 676], [11, 0, 1084]]"
3206,"[[11, 0, 1416]]"
17253,"[[16, 1, 1728]]"
4562,"[[39, 5, 824]]"
6657,"[[25, 3, 831], [56, 8, 2793]]"
11854,"[[36, 0, 3836], [16, 1, 3400], [45, 3, 2026], [14, 1, 2463], [17, 0, 1603], [44, 0, 596], [14, 0, 1564], [112, 1, 2163], [19, 0, 1010], [32, 3, 3585], [18, 3, 733], [13, 2, 1043], [18, 0, 550]]"
17079,"[[162, 3, 3001], [52, 0, 3448], [16, 0, 8731], [11, 2, 2605]]"
1302,"[[11, 1, 583]]"
1206,"[[46, 1, 816]]"
4414,"[[78, 1, 425], [61, 0, 140]]"
2063,"[[51, 4, 1854]]"
10185,"[[31, 0, 643], [18, 0, 928]]"
1161,"[[18, 7, 1132]]"
1838,"[[11, 0, 1039]]"
2501,"[[15, 0, 338]]"
20853,"[[12, 2, 4819], [45, 2, 1222]]"
13672,"[[19, 3, 2148], [12, 6, 2748], [12, 0, 3510], [12, 0, 2837], [26, 3, 10049]]"
97729,"[[19, 3, 1337]]"
43395,"[[14, 0, 472], [67, 3, 5346], [16, 5, 311]]"
3329,"[[23, 0, 564], [31, 0, 682], [25, 1, 703], [14, 2, 3202]]"
2209,"[[16, 0, 255], [26, 0, 1242], [12, 0, 1095]]"
10716,"[[24, 2, 1438]]"
1650,"[[13, 0, 419]]"
1806,"[[16, 1, 1433], [14, 2, 1863]]"
1538,"[[12, 2, 1327]]"
9666,"[[13, 2, 460]]"
7348,"[[31, 1, 1232]]"
2451,"[[18, 0, 1138], [151, 32, 1596]]"
33846,"[[14, 0, 613]]"
94274,"[[12, 1, 731], [22, 2, 1068], [12, 2, 1114], [20, 0, 437]]"
43319,"[[13, 0, 1064], [11, 3, 873], [12, 3, 4400], [19, 1, 685], [11, 0, 553]]"
1877,"[[11, 1, 305]]"
1795,"[[30, 4, 892]]"
2032,"[[17, 1, 1391]]"
59608,"[[20, 6, 567], [11, 7, 1623], [16, 4, 1316], [17, 5, 2126], [16, 5, 2548], [12, 2, 1094], [11, 7, 1413], [36, 5, 4261], [16, 6, 655], [15, 0, 538], [13, 5, 972], [11, 5, 4488], [90, 1, 971], [17, 1, 511], [11, 0, 1492], [14, 1, 419], [17, 2, 634], [12, 6, 760], [13, 3, 1500], [12, 0, 962], [17, 5, 222], [35, 3, 888], [15, 4, 1548], [15, 1, 1355], [274, 3, 1634], [24, 3, 2367], [31, 5, 1266], [11, 3, 473], [13, 1, 2154], [54, 9, 2059], [12, 0, 511], [20, 0, 710], [48, 5, 1035]]"
3584,"[[22, 0, 4629]]"
1208,"[[34, 2, 661]]"
2908,"[[25, 2, 272], [11, 0, 644]]"
2395,"[[39, 1, 511]]"
2714,"[[14, 3, 1450]]"
27411,"[[11, 0, 398], [12, 1, 434]]"
11298,"[[65, 1, 732]]"
1399,"[[14, 0, 93]]"
1789,"[[18, 8, 45229]]"
1744,"[[11, 0, 375], [24, 2, 278]]"
2944,"[[13, 1, 770]]"
2480,"[[25, 2, 228], [14, 2, 333]]"
1967,"[[13, 0, 3032], [30, 0, 735]]"
1516,"[[52, 9, 20151]]"
8270,"[[35, 0, 475], [14, 2, 2271]]"
4676,"[[11, 2, 556]]"
2043,"[[12, 1, 276]]"
8900,"[[52, 0, 5402]]"
4367,"[[12, 0, 238], [25, 0, 361]]"
4336,"[[11, 1, 550], [11, 1, 649]]"
3531,"[[16, 3, 4514]]"
10118,"[[38, 2, 103]]"
1006,"[[15, 0, 376]]"
1664,"[[50, 3, 3062], [13, 6, 5495]]"
3048,"[[31, 2, 356]]"
1672,"[[15, 0, 403]]"
2452,"[[48, 3, 426], [17, 2, 411]]"
8122,"[[11, 0, 402], [19, 0, 172]]"
71751,"[[35, 6, 354]]"
1370,"[[19, 3, 715], [40, 4, 521], [27, 5, 763]]"
77302,"[[16, 7, 599], [16, 6, 1219], [13, 2, 1976]]"
1506,"[[11, 2, 1435]]"
2032,"[[13, 1, 1131], [14, 5, 1773]]"
19425,"[[22, 0, 208]]"
5226,"[[86, 2, 459]]"
2334,"[[22, 1, 1015], [13, 2, 547]]"
284968,"[[13, 2, 211]]"
4182,"[[33, 5, 1595], [11, 0, 2806]]"
1850,"[[24, 0, 275]]"
4464,"[[11, 0, 224]]"
5328,"[[13, 0, 645], [12, 1, 484]]"
4633,"[[13, 9, 1973]]"
1317,"[[13, 1, 1416]]"
47830,"[[12, 3, 1464]]"
4919,"[[80, 0, 2401]]"
29704,"[[12, 0, 511]]"
5253,"[[17, 1, 824]]"
2119,"[[12, 0, 361]]"
1510,"[[15, 0, 876]]"
1400,"[[23, 2, 261]]"
15760,"[[11, 0, 456]]"
3099,"[[19, 0, 4705]]"
3793,"[[19, 1, 1129]]"
3626,"[[18, 2, 3271]]"
14154,"[[56, 1, 1287]]"
1482,"[[28, 2, 2802]]"
2861,"[[21, 6, 1452]]"
3066,"[[13, 2, 642]]"
1188,"[[94, 2, 206]]"
13662,"[[88, 3, 7787], [65, 7, 12447]]"
47412,"[[13, 1, 2159]]"
12723,"[[30, 8, 231]]"
2663,"[[15, 7, 1113], [23, 4, 4650]]"
2261,"[[29, 2, 1638]]"
2987,"[[24, 0, 440]]"
56670,"[[18, 1, 1088], [21, 0, 2067]]"
1482,"[[20, 1, 4006]]"
1435,"[[16, 0, 738]]"
1019,"[[37, 1, 908]]"
15424,"[[13, 7, 1690], [14, 0, 1261], [16, 5, 2231]]"
1134,"[[15, 3, 1507]]"
11072,"[[20, 7, 7698]]"
3431,"[[20, 1, 734], [12, 1, 5077]]"
2214,"[[19, 4, 1399], [11, 0, 270]]"
5071,"[[15, 5, 1420], [16, 4, 1142]]"
2653,"[[11, 0, 666]]"
2622,"[[11, 1, 197], [11, 4, 392], [23, 0, 269]]"
6427,"[[11, 0, 602]]"
1146,"[[14, 4, 1219], [24, 5, 613], [12, 0, 670], [13, 0, 664]]"
1751,"[[11, 0, 1077], [13, 0, 926], [12, 2, 1044]]"
1361,"[[28, 4, 1402]]"
31161,"[[23, 0, 677]]"
68227,"[[12, 4, 3165], [12, 1, 3048], [13, 1, 1122], [15, 2, 3086], [24, 1, 1387], [21, 1, 3252], [34, 1, 4279], [12, 0, 399], [25, 2, 799], [14, 2, 6769], [23, 4, 6660], [44, 0, 1849], [18, 3, 4910], [50, 5, 4263], [20, 4, 9282], [15, 1, 1204], [17, 3, 2788], [24, 9, 4336], [14, 0, 1900], [18, 0, 8462]]"
5028,"[[11, 0, 1058]]"
7996,"[[11, 2, 652]]"
8770,"[[101, 3, 2896], [25, 0, 2285]]"
52138,"[[11, 2, 1029], [49, 0, 723]]"
2103,"[[30, 1, 768]]"
1195,"[[46, 4, 107]]"
5778,"[[35, 0, 2145], [17, 2, 3001], [30, 0, 418], [12, 0, 444], [16, 2, 1179], [12, 2, 1113]]"
2063,"[[42, 6, 229]]"
1236,"[[32, 4, 320]]"
11278,"[[31, 3, 554]]"
5322,"[[40, 2, 160], [29, 5, 977]]"
2628,"[[16, 5, 703]]"
10617,"[[12, 4, 7454]]"
2004,"[[22, 2, 473]]"
1308,"[[14, 2, 135], [39, 0, 126]]"
1800,"[[21, 0, 1063], [11, 0, 459]]"
1946,"[[11, 1, 1301]]"
1807,"[[19, 4, 815]]"
6112,"[[51, 9, 168]]"
3578,"[[42, 1, 1415]]"
6320,"[[23, 0, 2943], [19, 3, 3061], [12, 1, 2135], [13, 1, 11508]]"
5848,"[[36, 8, 1188]]"
1788,"[[21, 0, 982]]"
15061,"[[42, 1, 328]]"
3240,"[[98, 6, 543]]"
56683,"[[11, 0, 296]]"
15473,"[[19, 0, 621]]"
1255,"[[31, 1, 341]]"
3415,"[[24, 0, 541]]"
1636,"[[15, 5, 320]]"
7519,"[[27, 3, 763]]"
1011,"[[13, 1, 1072]]"
1761,"[[24, 2, 681]]"
1266,"[[12, 0, 1131]]"
74698,"[[58, 0, 493], [11, 0, 898], [43, 16, 3370], [15, 1, 218], [31, 16, 1292], [11, 0, 1206], [19, 4, 674], [15, 4, 2191], [11, 0, 3440], [32, 4, 649], [16, 4, 709], [40, 8, 1673], [21, 22, 2006], [26, 25, 6721], [17, 3, 1086]]"
86422,"[[12, 0, 545]]"
2909,"[[46, 5, 641], [25, 0, 250], [87, 4, 655]]"
4305,"[[36, 1, 58], [13, 1, 315], [11, 4, 4994]]"
1500,"[[29, 1, 780]]"
3698,"[[12, 0, 291], [14, 0, 333]]"
4225,"[[11, 0, 1345], [14, 1, 666], [14, 0, 287], [12, 0, 680]]"
3955,"[[11, 1, 205]]"
1137,"[[12, 6, 622]]"
184600,"[[13, 2, 1871], [14, 1, 646]]"
2262,"[[12, 0, 2192]]"
1355,"[[14, 4, 193]]"
229708,"[[12, 0, 179], [11, 0, 511], [20, 26, 782], [12, 6, 177], [18, 5, 927], [21, 10, 689]]"
7462,"[[16, 2, 213], [14, 0, 192], [21, 1, 913], [11, 1, 344], [11, 0, 484], [33, 1, 632], [37, 1, 251]]"
1292,"[[22, 3, 970]]"
1970,"[[29, 2, 249], [29, 4, 264]]"
6601,"[[20, 0, 1404], [12, 0, 3995]]"
6315,"[[27, 0, 874], [19, 1, 1668], [11, 0, 2030], [20, 0, 1115], [26, 3, 991], [15, 1, 702], [22, 3, 975], [16, 0, 473], [26, 0, 1558], [41, 0, 1957], [36, 0, 1654], [36, 1, 1204], [32, 0, 851]]"
3884,"[[13, 0, 589]]"
14045,"[[12, 1, 222]]"
132252,"[[17, 14, 2955], [11, 0, 5393], [11, 2, 1016], [24, 1, 704], [12, 15, 1777], [19, 9, 868]]"
14471,"[[49, 1, 176]]"
1995,"[[12, 0, 207], [58, 6, 180]]"
1570,"[[47, 4, 1679]]"
26985,"[[12, 0, 549]]"
8279,"[[32, 0, 1242]]"
4558,"[[13, 2, 921]]"
37076,"[[23, 4, 1391]]"
1583,"[[12, 0, 236]]"
49450,"[[12, 2, 1319], [11, 0, 1120]]"
1133,"[[24, 4, 1902], [13, 3, 471]]"
1060,"[[44, 5, 1180]]"
3737,"[[104, 0, 154]]"
